Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size,Calculated GPA,Level
201308,CS 9000,L12,91203,"Lee,Eva K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,N01,80265,"Navathe,Shamkant B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,N02,80266,"Nersessian,Nancy J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,P14,91497,"Pradalier,Cedric",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R05,80273,"Rugaber,Jon Spencer",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,S06,80275,"Starner,Thad E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,S14,85180,"Sivakumar,Raghupathy",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,T06,91297,"Tetali,Prasad",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,V05,85531,"Vempala,Santosh Srinivas",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,Z01,80280,"Zegura,Ellen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,A04,80249,"Ammar,Mostafa H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,B14,88308,"Balcan,Maria-Florina",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,C09,85996,"Conte,Thomas M.",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,G11,89481,"Gilbert,Eric E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,H03,81826,"Harrold,Mary Jean",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,L10,86758,"Liu,Cheng-Yun Karen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,M05,80264,"Mynatt,Elizabeth D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,O02,83628,"Orso,Alessandro",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,P05,82035,"Pande,Santosh",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,P07,82831,"Prvulovic,Milos",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R04,80272,"Rossignac,Jaroslaw R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R06,80271,"Randall,Dana",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R08,82286,"Rehg,James Matthew",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,S04,80276,"Stasko,John T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,T02,80277,"Turk,Gregory",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,T05,87499,"Thomaz,Andrea Lockerd",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,D04,82283,"Dellaert,Frank",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,L03,82033,"Liu,Ling",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,P12,89105,"Peikert,Christopher Jason",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,W01,82288,"Walker,Bruce N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,A01,80247,"Abowd,Gregory D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,G02,80256,"Goel,Ashok K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,P02,81827,"Pu,Calton",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R02,80270,"Ramachandran,Umakishore",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,R12,87162,"Riedl,Mark O",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,S16,87406,"Stilman,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,T07,87934,"Traynor,Patrick Gerard",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,C07,85240,"Christensen,Henrik Iskov",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,I01,80258,"Isbell Jr,Charles Lee",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,L05,82285,"Lee,Wenke",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,F07,86685,"Feamster,Nicholas G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,S02,80274,"Schwans,Karsten",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,CSE 6001,A,85533,"Vuduc,Richard Wilson",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 6140,Q3,88185,"Bader,David Albert",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 6140,Q,85616,"Bader,David Albert",80%,,,,,,,,,,20%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 6140,A,85478,"Bader,David Albert",52%,30%,8%,,,,,,,2%,8%,100%,Very Large (50 students or more),3.49,Graduate
201308,CSE 6230,A,85405,"Vuduc,Richard Wilson",72%,13%,5%,,3%,,,,,,8%,100%,Large (31-49 students),3.64,Graduate
201308,CSE 6643,Q,86978,"Zhou,Haomin",50%,,,,,,,,,,50%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 6643,B,91090,"Zhou,Haomin",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,CSE 6644,A,88670,"Chow,Edmond T",58%,33%,8%,,,,,,,,,100%,Small (10-20 students),3.50,Graduate
201308,CSE 6740,Q3,88948,"Song,Le",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 6740,Q,88690,"Song,Le",44%,33%,,,,,,,,,22%,100%,Very Small (Fewer than 10 students),3.57,Graduate
201308,CSE 6740,A,85503,"Song,Le",59%,36%,,,,,,,,2%,2%,100%,Large (31-49 students),3.62,Graduate
201308,CSE 8803,CPS,87963,"Apostolico,Alberto",75%,25%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.75,Graduate
201308,CSE 8903,C10,87520,"Chow,Edmond T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8903,F02,85823,"Fujimoto,Richard M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 8903,P09,85831,"Park,Haesun",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8903,B07,85825,"Bader,David Albert",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,CSE 8903,P13,89852,"Chau,Duen Horng",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8903,Z02,85829,"Zha,Hongyuan",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8903,S20,88306,"Song,Le",29%,57%,,,,,,14%,,,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,CSE 8997,GTA,85813,"Vuduc,Richard Wilson",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 8998,GRA,85814,"Zha,Hongyuan",,,,,,,,,,100%,,100%,Small (10-20 students),N/A,Graduate
201308,CSE 8999,A12,91556,"Aluru,Srinivas",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8999,B11,86671,"Borodovsky,Mark",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 8999,F02,86660,"Fujimoto,Richard M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8999,V06,86665,"Vuduc,Richard Wilson",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8999,B07,86664,"Bader,David Albert",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8999,C10,90608,"Chow,Edmond T",50%,,,,,,,50%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 8999,P09,86668,"Park,Haesun",33%,,,,,,,67%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CSE 9000,A12,91302,"Aluru,Srinivas",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,B13,85998,"Biros,George",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,C10,89320,"Chow,Edmond T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,F02,85824,"Fujimoto,Richard M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,P09,85832,"Park,Haesun",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,PDL,89511,"Perumalla,Kalyan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,S20,91359,"Song,Le",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,Z02,85830,"Zha,Hongyuan",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,G07,85836,"Gray,Alexander G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,L11,85865,"Levanon,Guy",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,B07,85826,"Bader,David Albert",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CSE 9000,V06,85828,"Vuduc,Richard Wilson",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CX 4010,A,91114,"Apostolico,Alberto",22%,44%,22%,,,,,,,,11%,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,CX 4140,A,91117,"Bader,David Albert",45%,15%,5%,,10%,5%,,,,,20%,100%,Small (10-20 students),3.13,Undergraduate
201308,CX 4640,A,91116,"Zha,Hongyuan",57%,29%,7%,,,,,,,,7%,100%,Small (10-20 students),3.54,Undergraduate
201308,DOPP 2001,A,85802,"Mladinich,Robin Lynn",,,,,,,,60%,,,40%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 1600,B,87691,"St John,James C",27%,38%,25%,1%,1%,,,4%,,,4%,100%,Very Large (50 students or more),2.96,Undergraduate
201308,EAS 1600,A,81772,"Huey,Lewis Gregory",40%,34%,15%,3%,1%,,,3%,,,4%,100%,Very Large (50 students or more),3.17,Undergraduate
201308,EAS 1601,A,80648,"St John,James C",24%,44%,24%,3%,1%,,,,,,4%,100%,Very Large (50 students or more),2.92,Undergraduate
201308,EAS 2600,A,82888,"Newman,Andrew Vern",37%,36%,18%,3%,,,,4%,,,3%,100%,Very Large (50 students or more),3.14,Undergraduate
201308,EAS 2750,A,80646,"Huey,Lewis Gregory",37%,42%,13%,,,,,,,,8%,100%,Large (31-49 students),3.26,Undergraduate
201308,EAS 3603,A,82896,"Ingall,Ellery D",26%,37%,22%,4%,7%,,,,,,4%,100%,Mid-size (21-30 students),2.73,Undergraduate
201308,EAS 3610,A,88587,"Peng,Zhigang",42%,42%,17%,,,,,,,,,100%,Small (10-20 students),3.25,Undergraduate
201308,EAS 4300,A,82291,"Cobb,Kim M",28%,34%,28%,6%,3%,,,,,,,100%,Large (31-49 students),2.78,Undergraduate
201308,EAS 4312,A,90072,"Newman,Andrew Vern",,,,50%,,,,,,,50%,100%,Very Small (Fewer than 10 students),1.00,Undergraduate
201308,EAS 4410,A,84140,"Webster,Peter J",50%,35%,9%,,,,,,,,6%,100%,Large (31-49 students),3.44,Undergraduate
201308,EAS 4460,A,83646,"Karabanov,Oleksandr G.",89%,11%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.89,Undergraduate
201308,EAS 4651,A,82057,"Hartley,Dana E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4655,A,82905,"Black,Robert X",36%,55%,,9%,,,,,,,,100%,Small (10-20 students),3.18,Undergraduate
201308,EAS 4698,AN,84477,"Nenes,Athanasios",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 4698,KC,85885,"Cobb,Kim M",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 4698,MT,83077,"Taillefert,Martial",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 4699,AVN,84462,"Newman,Andrew Vern",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,JD,91351,"Dufek,Josef D",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,JLS,83274,"Lynch-Stieglitz,Jean",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,JW,87836,"Wray,James J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,KC,85691,"Cobb,Kim M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,RXB,85904,"Black,Robert X",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4699,TI,84422,"Ito,Takamitsu",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,EAS 4699,YD,86023,"Deng,Yi",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4801,KC,89818,"Cobb,Kim M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 4801,CP,89127,"Paty,Carol S",,,,,,,,83%,,,17%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201308,EAS 4801,MT,88573,"Taillefert,Martial",67%,11%,11%,,,,,,,,11%,100%,Very Small (Fewer than 10 students),3.63,Undergraduate
201308,EAS 4801,RB,84455,"Belanger,James Ian",60%,40%,,,,,,,,,,100%,Small (10-20 students),3.60,Undergraduate
201308,EAS 4803,JW,85385,"Wray,James J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4803,CP,90069,"Paty,Carol S",,25%,25%,,,,,,,,50%,100%,Very Small (Fewer than 10 students),2.50,Undergraduate
201308,EAS 4803,YD,85377,"Deng,Yi",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201308,EAS 4803,TI,90068,"Ito,Takamitsu",30%,50%,,,,,,,,,20%,100%,Small (10-20 students),3.38,Undergraduate
201308,EAS 4803,MT,88572,"Taillefert,Martial",38%,38%,8%,,,,,,,,15%,100%,Small (10-20 students),3.36,Undergraduate
201308,EAS 4900,DH,82672,"Hartley,Dana E",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201308,EAS 6000,A,90079,"Bracco,Annalisa",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,EAS 6140,A,83644,"Nenes,Athanasios",38%,54%,,,,,,,,8%,,100%,Small (10-20 students),3.42,Graduate
201308,EAS 6211,A,90076,"Ingall,Ellery D",38%,25%,38%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,EAS 6312,A,90073,"Newman,Andrew Vern",33%,44%,,11%,,,,,,,11%,100%,Very Small (Fewer than 10 students),3.13,Graduate
201308,EAS 6314,A,90075,"Peng,Zhigang",57%,29%,,,,,,,,,14%,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,EAS 6490,A,86962,"Di Lorenzo,Emanuele",64%,18%,,,,,,9%,,,9%,100%,Small (10-20 students),3.78,Graduate
201308,EAS 6502,A,82563,"Black,Robert X",50%,17%,,,,,,17%,,,17%,100%,Very Small (Fewer than 10 students),3.75,Graduate
201308,EAS 6765,A,90077,"Taillefert,Martial",71%,29%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.71,Graduate
201308,EAS 6790,A,81131,"Weber,Rodney J",50%,33%,17%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,EAS 7000,AB,80710,"Bracco,Annalisa",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 7000,EDL,83924,"Di Lorenzo,Emanuele",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 7000,TI,84003,"Ito,Takamitsu",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 7000,YW,82542,"Wang,Yuhang",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 7000,CP,85956,"Paty,Carol S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 7000,JC,82540,"Curry,Judith A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 8001,B,82792,"Taillefert,Martial",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 8001,KC,89382,"Cobb,Kim M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 8001,CP,89128,"Paty,Carol S",,,,,,,,89%,,,11%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 8011,A,80651,"Ingall,Ellery D",,,,,,,,98%,,,2%,100%,Very Large (50 students or more),N/A,Graduate
201308,EAS 8802,PJW,90797,"Webster,Peter J",75%,,,,,,,13%,,,13%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,EAS 8803,ZP,89286,"Peng,Zhigang",50%,50%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.50,Graduate
201308,EAS 8803,CP,90070,"Paty,Carol S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,EAS 8803,YD,85808,"Deng,Yi",75%,25%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.75,Graduate
201308,EAS 8803,TI,90093,"Ito,Takamitsu",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,EAS 8803,EDL,90078,"Di Lorenzo,Emanuele",63%,,,,,,,13%,,13%,13%,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,EAS 8803,JW,85386,"Wray,James J",40%,20%,,,,,,10%,,30%,,100%,Small (10-20 students),3.67,Graduate
201308,EAS 8803,PJW,84540,"Webster,Peter J",91%,,,,,,,,,,9%,100%,Small (10-20 students),4.00,Graduate
201308,EAS 8901,IS,85706,"Sokolik,Irina N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,EAS 8901,YD,85840,"Deng,Yi",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,EAS 8997,A,81903,"Black,Robert X",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,AB,80835,"Bracco,Annalisa",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,EI,82058,"Ingall,Ellery D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,RB,82764,"Wang,Jingfeng",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,TI,84002,"Ito,Takamitsu",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,GH,82186,"Huey,Lewis Gregory",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,JK,80840,"Kostka,Joel E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,JW,82246,"Wray,James J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,RXB,80842,"Black,Robert X",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,YT,80836,"Tang,Yuanzhi",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,AN,82546,"Nenes,Athanasios",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,AVN,84004,"Newman,Andrew Vern",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,CH,83938,"Huber,Christian",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,CP,85957,"Paty,Carol S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,EDL,83462,"Di Lorenzo,Emanuele",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,IS,82772,"Sokolik,Irina N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,KC,83414,"Cobb,Kim M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,PJW,82545,"Webster,Peter J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,RJW,80841,"Weber,Rodney J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,YD,85939,"Deng,Yi",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,MT,81969,"Taillefert,Martial",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,ZP,80833,"Peng,Zhigang",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,JD,81968,"Dufek,Josef D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,EAS 9000,YW,82427,"Wang,Yuhang",,,,,,,,88%,13%,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,ECE 1882,A,84399,"Inan,Omer T",75%,21%,4%,,,,,,,,,100%,Mid-size (21-30 students),3.71,Undergraduate
201308,ECE 1882,B,85737,"Hasler,Jennifer Olson",83%,17%,,,,,,,,,,100%,Mid-size (21-30 students),3.83,Undergraduate
201308,ECE 2001,A,83304,"Steffes,Paul G",,,,,,,,89%,,,11%,100%,Small (10-20 students),N/A,Undergraduate
201308,ECE 2020,B,88829,"Keezer,David C",38%,25%,29%,2%,4%,,,,,,2%,100%,Large (31-49 students),2.91,Undergraduate
201308,ECE 2020,C,88830,"Lim,Sung-Kyu",27%,31%,29%,4%,2%,2%,,,,,4%,100%,Large (31-49 students),2.82,Undergraduate
201308,ECE 2020,A,88828,"Raychowdhury,Arijit",54%,32%,6%,2%,,,,,,,6%,100%,Very Large (50 students or more),3.47,Undergraduate
201308,ECE 2020,D,88831,"Chatterjee,Abhijit",40%,38%,16%,,,,,,,,6%,100%,Very Large (50 students or more),3.26,Undergraduate
201308,ECE 2020,E,88832,"Schimmel,David E",40%,30%,12%,4%,8%,,,,,,6%,100%,Very Large (50 students or more),2.96,Undergraduate
201308,ECE 2026,A,88833,"Moore II,Elliot",21%,30%,29%,6%,3%,,,,,,11%,100%,Very Large (50 students or more),2.69,Undergraduate
201308,ECE 2026,B,88834,"Juang,Biing Hwang",31%,29%,24%,3%,4%,,,,,,8%,100%,Very Large (50 students or more),2.86,Undergraduate
201308,ECE 2031,RMZ,88850,"Sands,Jean E",50%,50%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.50,Undergraduate
201308,ECE 2031,CSB,90409,"Collins,Thomas R",,50%,20%,,,,,,,,30%,100%,Small (10-20 students),2.71,Undergraduate
201308,ECE 2031,CSA,86174,"Collins,Thomas R",50%,38%,4%,,,,,,,,8%,100%,Mid-size (21-30 students),3.50,Undergraduate
201308,ECE 2031,B,90408,"Collins,Thomas R",29%,51%,11%,3%,,,,,,,6%,100%,Large (31-49 students),3.12,Undergraduate
201308,ECE 2031,A,80859,"Collins,Thomas R",23%,51%,18%,,1%,,,,,,7%,100%,Very Large (50 students or more),3.02,Undergraduate
201308,ECE 2035,A,88857,"Hong,Bo",31%,36%,7%,6%,13%,,,,,,7%,100%,Very Large (50 students or more),2.72,Undergraduate
201308,ECE 2035,B,90065,"Wills,Linda M",31%,23%,24%,15%,3%,,,,,,4%,100%,Very Large (50 students or more),2.68,Undergraduate
201308,ECE 2036,RMZ,90485,"Owen III,Henry L",29%,57%,14%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.14,Undergraduate
201308,ECE 2036,B,88859,"Riley,George F",37%,26%,17%,9%,6%,,,,,,6%,100%,Very Large (50 students or more),2.84,Undergraduate
